,index,instruction
527,261,"###User:
Prerequisite (Undergraduate): MSUS 785, MSUS 795, or permission of instructor

###Answer:
['&', 'MSUS 785', 'MSUS 795']"
528,3559,"###User:
Prerequisites: CHSS 218

###Answer:
'CHSS 218'"
529,3743,"###User:
Prerequisite: CCCS 190D1.

###Answer:
'CCCS 190D1'"
530,2572,"###User:
Prerequisite: Successful completion of any Survey of Literature (PSYT 573, PSYT 531, PSYT 334, PSYT 228) or permission of the instructor.  Note: Course taught in Spanish.

###Answer:
['|', 'PSYT 573', 'PSYT 531', 'PSYT 334', 'PSYT 228']"
531,4702,"###User:
Prerequisite: GLIS 501 or permission of instructor

###Answer:
'GLIS 501'"
532,1384,"###User:
Prerequisite: SOCI 295J2

###Answer:
'SOCI 295J2'"
533,2463,"###User:
Prerequisite(s): FIGS 630; FIGS 238 or BREE 582; and FIGS 303; or permission of the instructor.

###Answer:
['&', 'FIGS 630', ['|', 'FIGS 238', 'BREE 582'], 'FIGS 303']"
534,549,"###User:
Prerequisite: MBA Core (CATH 651, CATH 236, CATH 117, CATH 304, and CATH 608) or (CATH 754, CATH 302, CATH 685, CATH 164, CATH 639, CATH 424, CATH 487, CATH 497, CATH 114, CATH 609, CATH 166, CATH 112).

###Answer:
['|', ['&', 'CATH 651', 'CATH 236', 'CATH 117', 'CATH 304', 'CATH 608'], ['&', 'CATH 754', 'CATH 302', 'CATH 685', 'CATH 164', 'CATH 639', 'CATH 424', 'CATH 487', 'CATH 497', 'CATH 114', 'CATH 609', 'CATH 166', 'CATH 112']]"
535,264,"###User:
Prerequisites: SURG 497, SURG 782, and one of EXMD 706 or EXMD 782 or EXMD 432, or permission of the instructor.

###Answer:
['&', 'SURG 497', 'SURG 782', ['|', 'EXMD 706', 'EXMD 782', 'EXMD 432']]"
536,3,"###User:
Prerequisites: MECH 761 and MECH 418

###Answer:
['&', 'MECH 761', 'MECH 418']"
537,1569,"###User:
Corequisite: IGFS 327D2.

###Answer:
'IGFS 327D2'"
538,4434,"###User:
Prerequisite: RADD 223D1

###Answer:
'RADD 223D1'"
539,1547,"###User:
Prerequisites: EDUM 403 and a statistics course or permission of the instructor.

###Answer:
'EDUM 403'"
540,1875,"###User:
Prerequisites: CPL2 558, (FDSC 105 or FDSC 647D1, FDSC 647D2 or FDSC 546D1, FDSC 546D2), (MIME 647 or MIME 546 or MIME 546D1, MIME 546D2).

###Answer:
['&', 'CPL2 558', ['|', 'FDSC 105', 'FDSC 647D1', 'FDSC 647D2', 'FDSC 546D1', 'FDSC 546D2'], ['|', 'MIME 647', 'MIME 546', 'MIME 546D1', 'MIME 546D2']]"
541,3117,"###User:
Prerequisites: CPRL 750 or CPRL 797 or CPRL 657 or CPRL 607, PRV4 672 or consent of instructor.

###Answer:
['&', ['|', 'CPRL 750', 'CPRL 797', 'CPRL 657', 'CPRL 607'], 'PRV4 672']"
542,4337,"###User:
Prerequisite(s): POLI 430D1.

###Answer:
'POLI 430D1'"
543,2278,"###User:
Prerequisite: CGMG 616D1

###Answer:
'CGMG 616D1'"
544,1130,"###User:
Corequisite: MUCO 736

###Answer:
'MUCO 736'"
545,21,"###User:
Prerequisite: EAST 540.

###Answer:
'EAST 540'"
546,367,"###User:
Prerequisite: CCAU 322 or CCAU 376 or ISLAP Physics, and one of the following: WRIT 440, FIGA 164, or RELG 399, or permission of the instructor.

###Answer:
['&', ['|', 'CCAU 322', 'CCAU 376'], ['|', 'WRIT 440', 'FIGA 164', 'RELG 399']]"
547,604,"###User:
Prerequisite: CHEE 377 or permission of instructor

###Answer:
'CHEE 377'"
548,66,"###User:
Prerequisites: FIGS 546, FIGS 379, FIGS 493 and an accounting course, or approval of instructor

###Answer:
['&', 'FIGS 546', 'FIGS 379', 'FIGS 493']"
549,974,"###User:
Corequisite: Students in EDFC 537 are required to take the laboratory, EDFC 675, either simultaneously with EDFC 537 or in the term following EDFC 537.

###Answer:
'EDFC 675'"
550,2831,"###User:
Prerequisite: PUB2 309.

###Answer:
'PUB2 309'"
551,2727,"###User:
Prerequisite: GLIS 173D1

###Answer:
'GLIS 173D1'"
552,2588,"###User:
Prerequisite: Successful completion of any Survey of Literature (CLAS 439, CLAS 600, CLAS 361, CLAS 339) or permission of the instructor.

###Answer:
['|', 'CLAS 439', 'CLAS 600', 'CLAS 361', 'CLAS 339']"
553,3139,"###User:
Prerequisite(s): CCTR 219 or CCTR 436, and CCTR 775 or CCTR 581, and CCTR 139 or equivalent.

###Answer:
['&', ['|', 'CCTR 219', 'CCTR 436'], ['|', 'CCTR 775', 'CCTR 581'], 'CCTR 139']"
554,2856,"###User:
Prerequisite: SCSD 618 and permission of Graduate Program Director.

###Answer:
'SCSD 618'"
555,41,"###User:
Prerequisites: CPL2 426 and FSCI 751 or equivalent NUTRP objectives 00UP and 00UQ or permission of instructor

###Answer:
['&', 'CPL2 426', 'FSCI 751']"
556,3547,"###User:
Prerequisites: EPSC 439

###Answer:
'EPSC 439'"
557,1429,"###User:
Prerequisite: CIVE 139D1

###Answer:
'CIVE 139D1'"
558,1530,"###User:
Prerequisite: IPEA 771D1

###Answer:
'IPEA 771D1'"
559,2006,"###User:
Prerequisite: INLG 159 or equivalent

###Answer:
'INLG 159'"
560,3862,"###User:
Prerequisite: EDPI 447

###Answer:
'EDPI 447'"
561,1000,"###User:
Corequisite(s): CGM2 491

###Answer:
'CGM2 491'"
562,195,"###User:
Prerequisites: EDEE 489, EDEE 778, EDEE 141

###Answer:
['&', 'EDEE 489', 'EDEE 778', 'EDEE 141']"
563,923,"###User:
Prerequisite: SENT 568.

###Answer:
'SENT 568'"
564,4158,"###User:
Prerequisite: MURG 153.

###Answer:
'MURG 153'"
565,4176,"###User:
Prerequisite: INSY 491D1.

###Answer:
'INSY 491D1'"
566,434,"###User:
Prerequisite(s): INFS 446 (or ASPL 601 plus ASPL 635), and at least one 347- or 758-level course in ecology, evolution, or conservation biology.

###Answer:
['|', 'INFS 446', ['&', 'ASPL 601', 'ASPL 635']]"
567,1137,"###User:
Prerequisite: MGSC 581D1

###Answer:
'MGSC 581D1'"
568,2591,"###User:
Prerequisite: Successful completion of any Survey of Literature (ENVB 616, ENVB 325, ENVB 180, ENVB 227) or permission of the instructor. Note: Course taught in Spanish.

###Answer:
['|', 'ENVB 616', 'ENVB 325', 'ENVB 180', 'ENVB 227']"
569,4050,"###User:
Prerequisite: PRV3 339

###Answer:
'PRV3 339'"
570,1017,"###User:
Prerequisite: CPL2 775 (or equivalent) and MGPO 555 or CPL2 118

###Answer:
['&', 'CPL2 775',['|', 'MGPO 555', 'CPL2 118']]"
571,3177,"###User:
Prerequisites: COMP 208 or IMED 360 or (IMED 657, COMP 618, COMP 726 and COMP 141) or WILD 657.

###Answer:
['|', 'COMP 208', 'IMED 360', ['&', 'IMED 657', 'COMP 618', 'COMP 726', 'COMP 141'], 'WILD 657']"
572,1996,"###User:
Prerequisite: GEOG 503D1

###Answer:
'GEOG 503D1'"
573,1896,"###User:
Prerequisite: MDPH 577

###Answer:
'MDPH 577'"
574,2814,"###User:
Prerequisite: CFRN 108D1

###Answer:
'CFRN 108D1'"
575,742,"###User:
Prerequisite(s): CCAU 538, CCAU 339, EPT - Placement test (Intermediate Mid), or permission of the department.

###Answer:
['&', 'CCAU 538', 'CCAU 339']"
576,3149,"###User:
Prerequisites: BTEC 683 or BTEC 611 or BTEC 671 or BTEC 153. BTEC 764 or BTEC 663 or BTEC 793. BTEC 369 or BTEC 480. BIOC 274 or BIOC 331 or BIOC 163 or equivalent.

###Answer:
['&', ['|', 'BTEC 683', 'BTEC 611', 'BTEC 671', 'BTEC 153'], ['|', 'BTEC 764', 'BTEC 663', 'BTEC 793'], ['|', 'BTEC 369', 'BTEC 480'], ['|', 'BIOC 274', 'BIOC 331', 'BIOC 163']]"
577,798,"###User:
Corequisite(s) : CIVE 482

###Answer:
'CIVE 482'"
578,2963,"###User:
Prerequisite: RUSS 652D1

###Answer:
'RUSS 652D1'"
579,3393,"###User:
Prerequisite: RETL 461 or equivalent 

###Answer:
'RETL 461'"
580,2964,"###User:
Prerequisite: SOCI 143D1

###Answer:
'SOCI 143D1'"
581,336,"###User:
Prerequisite(s): CPAG 213 and permission of the course coordinator and the research director.

###Answer:
'CPAG 213'"
582,4459,"###User:
Prerequisite: CANS 368D1

###Answer:
'CANS 368D1'"
583,2775,"###User:
Prerequisite: CEGL 202 

###Answer:
'CEGL 202'"
584,2585,"###User:
Prerequisite: Successful completion of any Survey of Literature (CEGL 387, CEGL 683, CEGL 222, CEGL 653) or permission of the instructor.

###Answer:
['|', 'CEGL 387', 'CEGL 683', 'CEGL 222', 'CEGL 653']"
585,83,"###User:
Prerequisites for Honours Anatomy &amp; Cell Biology students: GSFS 440 and GSFS 178.

###Answer:
['&', 'GSFS 440', 'GSFS 178']"
586,197,"###User:
Prerequisite(s): CCAU 761, CCAU 435

###Answer:
['&', 'CCAU 761', 'CCAU 435']"
587,444,"###User:
Prerequisites: FAES 687 or FAES 241, and FAES126; or permission of the instructor

###Answer:
['&', ['|', 'FAES 687', 'FAES 241'], 'FAES 126']"
588,1692,"###User:
Prerequisite: COMP 763 OR CCCS 763 and at least 42 Departmental credits

###Answer:
['|', 'COMP 763', 'CCCS 763']"
589,2190,"###User:
Prerequisites: MUEN 644. Acceptance to Honours Program in Environment.

###Answer:
'MUEN 644'"
590,2695,"###User:
Prerequisites: HSSM 481 or a course in British History or permission of instructor.

###Answer:
'HSSM 481'"
591,3476,"###User:
Prerequisite: PRV2 662

###Answer:
'PRV2 662'"
592,1096,"###User:
Prerequisite: CACF 389

###Answer:
'CACF 389'"
593,60,"###User:
Prerequisite: PHYS 716 or equivalent

###Answer:
'PHYS 716'"
594,1823,"###User:
Prerequisite: ASPL 201.

###Answer:
'ASPL 201'"
595,3192,"###User:
Prerequisite: EDPS 417 or equivalent or permission of instructor.

###Answer:
'EDPS 417'"
596,1049,"###User:
Prerequisite: AEPH 642

###Answer:
'AEPH 642'"
597,776,"###User:
Corequisite: MUHL 338

###Answer:
'MUHL 338'"
598,1311,"###User:
Prerequisite: CPD2 704

###Answer:
'CPD2 704'"
599,2832,"###User:
Prerequisite: COGS 479.

###Answer:
'COGS 479'"
600,1319,"###User:
Prerequisite: AGRI 416N1

###Answer:
'AGRI 416N1'"
601,2846,"###User:
Corequisite: FMED 169.

###Answer:
'FMED 169'"
602,459,"###User:
Prerequisites: AEHM 474 or MURG 214; and MURG 295, or equivalents.

###Answer:
['&', ['|', 'CEEN 474', 'MURG 214'], 'MURG 295']"
603,1561,"###User:
Prerequisite: a grade of 65% or better in INTD 746 or INTD 419 or an equivalent qualification in statistics. Familiarity with matrix algebra is highly recommended.

###Answer:
['|', 'INTD 746', 'INTD 419']"
604,127,"###User:
Prerequisite: ELEC 647, or ELEC 700, or ELEC 641, or ELEC 740, or ELEC 412, or ELEC 330, or ELEC 699 or permission of instructor 

###Answer:
['|', 'ELEC 647', 'ELEC 700', 'ELEC 641', 'ELEC 740', 'ELEC 412', 'ELEC 330', 'ELEC 699']"
605,3243,"###User:
Prerequisites: (EDIN 345 or BMDE 345) and RELG 279.

###Answer:
['&', ['|', 'EDIN 345', 'BMDE 345'], 'RELG 279']"
606,4370,"###User:
Prerequisites: RETL 780 or equivalent; requires departmental approval.

###Answer:
'RETL 780'"
607,1770,"###User:
Prerequisite: HPSC 484N1.

###Answer:
'HPSC 484N1'"
608,546,"###User:
Prerequisite: MBA Core (PRV4 300, PRV4 483, PRV4 770, PRV4 301, and PRV4 232) or (PRV4 495, PRV4 356, PRV4 645, PRV4 338, PRV4 560, PRV4 798, PRV4 347, PRV4 673, PRV4 356, PRV4 243, PRV4 513, and PRV4 788).

###Answer:
['|', ['&', 'PRV4 300', 'PRV4 483', 'PRV4 770', 'PRV4 301', 'PRV4 232'], ['&', 'PRV4 495', 'PRV4 356', 'PRV4 645', 'PRV4 338', 'PRV4 560', 'PRV4 798', 'PRV4 347', 'PRV4 673', 'PRV4 356', 'PRV4 243', 'PRV4 513', 'PRV4 788']]"
609,2038,"###User:
Prerequisites: GSFS 580 and two of GSFS 201, GSFS 676 or GSFS 604 

###Answer:
['&', 'GSFS 580', ['|', ['&', 'GSFS 201', 'GSFS 676'],['&', 'GSFS 201', 'GSFS 604'],['&', 'GSFS 676', 'GSFS 604']]]"
610,2692,"###User:
Prerequisite: BREE 535 or a course in East-European history or consent of instructor 

###Answer:
'BREE 535'"
611,3405,"###User:
Prerequisite: CPD2 308D1

###Answer:
'CPD2 308D1'"
612,2011,"###User:
Prerequisite: BUSA 434 or permission of the instructor (Minimum Grade/Test score(s) needed is B-).

###Answer:
'BUSA 434'"
613,130,"###User:
Prerequisite: ACCT 247, or ACCT 457, or ACCT 189, or ACCT 258, or permission of instructor

###Answer:
['|', 'ACCT 247', 'ACCT 457', 'ACCT 189', 'ACCT 258']"
614,1446,"###User:
Prerequisite: BIOL 661J1

###Answer:
'BIOL 661J1'"
615,597,"###User:
Prerequisite: EDFC 282

###Answer:
'EDFC 282'"
616,2158,"###User:
Prerequisite: AGEC 668D1

###Answer:
'AGEC 668D1'"
617,86,"###User:
Prerequisite(s): MUGS 780 or EDLE 380 or special permission of instructor

###Answer:
['|', 'MUGS 780', 'EDLE 380']"
618,2143,"###User:
Prerequisite: PHIL 575D1

###Answer:
'PHIL 575D1'"
619,963,"###User:
Prerequisites: COMP 130 or COMP 416/COMP 481.

###Answer:
['|', 'COMP 130', 'COMP 416', 'COMP 481']"
620,2917,"###User:
Prerequisite: PLNT 333 or permission of instructor.

###Answer:
'PLNT 333'"
621,2411,"###User:
Prerequisite: MUEN 155; permission of instructor if graduate student is outside the Department.

###Answer:
'MUEN 155'"
622,165,"###User:
Prerequisites: OPTH 312, or OPTH 752, or OPTH 585, and OPTH 669 or OPTH 544.

###Answer:
['&', ['|', 'OPTH 312', 'OPTH 752', 'OPTH 585'], ['|', 'OPTH 669', 'OPTH 544']]"
623,415,"###User:
Prerequisite: PPHS 300D1.

###Answer:
'PPHS 300D1'"
624,1008,"###User:
Prerequisite(s): BUS1 738 and (BUS1 542 or higher, or BUS1 615), or permission of instructor.

###Answer:
['&', 'BUS1 738', ['|', 'BUS1 542', 'BUS1 615']]"
625,553,"###User:
Prerequisite: FIGE 677D1

###Answer:
'FIGE 677D1'"
626,1796,"###User:
Prerequisite: OBGY 682D1

###Answer:
'OBGY 682D1'"
627,2235,"###User:
Prerequisites: EDFE 602, enrolment in U2 or U3 EPS program and permission of the instructor.

###Answer:
'EDFE 602'"
628,418,"###User:
Prerequisites: ARTE 589 or ARTE 433 or other suitable 403-level biology course.

###Answer:
['|', 'ARTE 589', 'ARTE 433']"
629,408,"###User:
Prerequisites: MUCO 688; and MUCO 230 or both MUCO 485 and MUCO 791.

###Answer:
['&', 'MUCO 688', ['|', 'MUCO 230', ['&', 'MUCO 485', 'MUCO 791']]]"
630,354,"###User:
Prerequisite: RETL 775 or equivalent 

###Answer:
'RETL 775'"
631,2395,"###User:
Prerequisite: PLNT 239.

###Answer:
'PLNT 239'"
632,1540,"###User:
Corequisite: EDTL 446 

###Answer:
'EDTL 446'"
633,755,"###User:
Corequisites: PHTH 285 and/or PHTH 351

###Answer:
['|', 'PHTH 285', 'PHTH 351']"
634,616,"###User:
Prerequisite: EDLE 783, or permission of instructor 

###Answer:
'EDLE 783'"
635,3011,"###User:
Prerequisite: AEBI 314 or permission of instructor

###Answer:
'AEBI 314'"
636,204,"###User:
Prerequisite: URBP 156 or permission of instructor

###Answer:
'URBP 156'"
637,1567,"###User:
Corequisite: EDPD 401D1

###Answer:
'EDPD 401D1'"
638,823,"###User:
Prerequisite: INDG 316, Entrance Placement Test (EPT), or Permission of the Director

###Answer:
'INDG 316'"
639,9,"###User:
Prerequisites: BASC 167, BASC 319

###Answer:
['&', 'BASC 167', 'BASC 319']"
640,1325,"###User:
Corequisite: GSFS 259

###Answer:
'GSFS 259'"
641,3087,"###User:
Prerequisite: MATH 223. Familiarity with vector geometry or Corequisite: MATH 134

###Answer:
['&', 'MATH 223', 'MATH 134']"
642,129,"###User:
Prerequisite: BMDE 495 or 563 or 800 or 115 or 389 or permission of instructor

###Answer:
['|', 'BMDE 495', 'BMDE 563', 'BMDE 800', 'BMDE 115', 'BMDE 389']"
643,4298,"###User:
Prerequisites: CCFC 429 or permission of the instructor.

###Answer:
'CCFC 429'"
644,3647,"###User:
Prerequisite(s): WRIT 754

###Answer:
'WRIT 754'"
645,2576,"###User:
Prerequisite: Successful completion of any Survey of Literature (ATOC 800, ATOC 678, ATOC 615, ATOC 596) or permission of the instructor.

###Answer:
['|', 'ATOC 800', 'ATOC 678', 'ATOC 615', 'ATOC 596']"
646,265,"###User:
Prerequisites: CENT 734, CENT 561, BASC 698, BASC 214 or equivalents, or permission of the instructor.

###Answer:
['&', 'CENT 734', 'CENT 561', 'BASC 698', 'BASC 214']"
647,795,"###User:
Corequisite(s): SWRK 449

###Answer:
'SWRK 449'"
648,203,"###User:
Prerequisites: FRSL 766 and FRSL 548 or equivalent.

###Answer:
['&', 'FRSL 766', 'FRSL 548']"
649,122,"###User:
Prerequisites: MUAR 711 or MUAR 477

###Answer:
['|', 'MUAR 711', 'MUAR 477']"
650,411,"###User:
Prerequisite: INLG 497 or INLG 527 or other suitable laboratory course.

###Answer:
['|', 'INLG 497', 'INLG 527']"
651,936,"###User:
Prerequisite(s): NRSC 433 or CINC 170 or CCPA 305 or equivalent; and NRSC 428 or CINC 151 or CEC2 714 or equivalent; or permission of instructor.

###Answer:
['&', ['|', 'NRSC 433', 'CINC 170', 'CCPA 305'], ['|', 'NRSC 428', 'CINC 151', 'CEC2 714']]"
652,2036,"###User:
Prerequisites: ESYS 411 and two of ESYS 635, ESYS 220 or ESYS 314)

###Answer:
['&', 'ESYS 411', ['|', ['&', 'ESYS 635', 'ESYS 220'],['&', 'ESYS 635', 'ESYS 314'],['&', 'ESYS 220', 'ESYS 314']]]"
653,3111,"###User:
Prerequisite(s): OCCH 428 or OCCH 345 or OCCH 294.

###Answer:
['|', 'OCCH 428', 'OCCH 345', 'OCCH 294']"
654,545,"###User:
Prerequisite: MBA Core (ELEC 799, ELEC 722, ELEC 682, ELEC 389, and ELEC 524) or (ELEC 386, ELEC 671, ELEC 410, ELEC 608, ELEC 351, ELEC 712, ELEC 509, ELEC 652, ELEC 291, ELEC 604, ELEC 341, and ELEC 717).

###Answer:
['|', ['&', 'ELEC 799', 'ELEC 722', 'ELEC 682', 'ELEC 389', 'ELEC 524'], ['&', 'ELEC 386', 'ELEC 671', 'ELEC 410', 'ELEC 608', 'ELEC 351', 'ELEC 712', 'ELEC 509', 'ELEC 652', 'ELEC 291', 'ELEC 604', 'ELEC 341', 'ELEC 717']]"
655,961,"###User:
Prerequisites: BIOL 457, BIOL 286 or equivalent, ESYS 680 or ESYS 266, or permission of the instructor.

###Answer:
['&', ['|', 'BIOL 457', 'BIOL 286'],['|', 'ESYS 680', 'ESYS 266']]"
656,4445,"###User:
Prerequisite: ACCT 258N1

###Answer:
'ACCT 258N1'"
657,2406,"###User:
Prerequisite(s): (EDFC 453 OR EDFC 319 OR Instructor's approval) AND (AEBI 453 OR AEBI 543 OR Instructor's approval)

###Answer:
['&', ['|', 'EDFC 453', 'EDFC 319'], ['|', 'AEBI 453', 'AEBI 543']]"
658,2991,"###User:
Prerequisite: EDER 605D1

###Answer:
'EDER 605D1'"
659,839,"###User:
Corequisite(s): MUSP 726

###Answer:
'MUSP 726'"
660,976,"###User:
Prerequisites: ANAE 533, or permission of the instructor.

###Answer:
'ANAE 533'"
661,71,"###User:
Prerequisites: LSCI 423 and permission of the instructor

###Answer:
'LSCI 423'"
662,4686,"###User:
Prerequisite: OBGY 206D1

###Answer:
'OBGY 206D1'"
663,3534,"###User:
Prerequisite: MUEN 477D1

###Answer:
'MUEN 477D1'"
664,4633,"###User:
Prerequisite: ONCO 324

###Answer:
'ONCO 324'"
665,1858,"###User:
Prerequisite: FIGN 485D1

###Answer:
'FIGN 485D1'"
666,33,"###User:
Prerequisites: (CEC2 365 OR CEC2 512 OR Instructor's approval) AND (MATH 365 OR MATH 140 OR Instructor's approval)

###Answer:
['&', ['|', 'CEC2 365', 'CEC2 512'], ['|', 'MATH 365', 'MATH 140']]"
667,2314,"###User:
Prerequisite: BIOS 152

###Answer:
'BIOS 152'"
668,1357,"###User:
Prerequisite: IDFC 299

###Answer:
'IDFC 299'"
669,40,"###User:
Prerequisite(s): PARA 381 or PRV2 381

###Answer:
['|', 'PARA 381', 'PRV2 381']"
670,2937,"###User:
Prerequisite: CPL2 740 or placement test or permission of the instructor.

###Answer:
'CPL2 740'"
671,3765,"###User:
Prerequisite: NRSC 412 (or equivalent).

###Answer:
'NRSC 412'"
672,38,"###User:
Corequisite(s): CIAM 230, CIAM 128 and CIAM 263.

###Answer:
['&', 'CIAM 230', 'CIAM 128', 'CIAM 263']"
673,1803,"###User:
Prerequisite: FINE 796

###Answer:
'FINE 796'"
674,4689,"###User:
Prerequisite: INTG 293 or permission of instructor.

###Answer:
'INTG 293'"
675,363,"###User:
Prerequisites: EPIB 402 or EPIB 583; EPIB 122 or EPIB 133 plus either EPIB 348 or WOOD624/BIOT624

###Answer:
['&', ['|', 'EPIB 402', 'EPIB 583'], ['|', 'EPIB 122', 'EPIB 133'], ['|', 'EPIB 348', 'WOOD 624', 'BIOT 624']]"
676,3244,"###User:
Prerequisites: LIBA 220D1, (INFS 257 or FMT4 257) and LIBA 583.

###Answer:
['&', 'LIBA 220D1', ['|', 'INFS 257', 'FMT4 257'], 'LIBA 583']"
677,251,"###User:
Prerequisites: MUSP 346 and MUSP 303, and one of CATH 107 or CATH 794 or CATH 256, or a FIGNP DEC in Science, or permission of instructor.

###Answer:
['&', 'MUSP 346', 'MUSP 303', ['|', 'CATH 107', 'CATH 794', 'CATH 256']]"
678,4178,"###User:
Corequisite: EXSU 768 or higher level calculus course.

###Answer:
'EXSU 768'"
679,2584,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (ISLA 462, ISLA 740, ISLA 761, ISLA 189), or permission of the instructor.

###Answer:
['|', 'ISLA 462', 'ISLA 740', 'ISLA 761', 'ISLA 189']"
680,4231,"###User:
Prerequisite: MATH 304 or permission of the instructor

###Answer:
'MATH 304'"
681,1461,"###User:
Prerequisite: EPIB 574J2

###Answer:
'EPIB 574J2'"
682,3310,"###User:
Prerequisite: MATH 568

###Answer:
'MATH 568'"
683,3279,"###User:
Prerequisites (Undergraduate): EDFE 363 and BIOS 167 / BIOS 570 or permission of instructor

###Answer:
['&', 'EDFE 363', ['|', 'BIOS 167', 'BIOS 570']]"
684,1051,"###User:
Prerequisite: HIST 115

###Answer:
'HIST 115'"
685,3172,"###User:
Prerequisite (Undergraduate): ANTH 180 and ANTH 784 or equivalent

###Answer:
['&', 'ANTH 180', 'ANTH 784']"
686,2439,"###User:
Prerequisite: Successful completion of FAES 569 and a ISLA of at least 3.0, or permission of the instructor.

###Answer:
'FAES 569'"
687,189,"###User:
Prerequisites: POTH 648 and POTH 702

###Answer:
['&', 'POTH 648', 'POTH 702']"
688,2290,"###User:
Prerequisite: PHYS 375 and written approval from student Supervisor submitted to the course coordinator

###Answer:
'PHYS 375'"
689,3884,"###User:
Corequisite: CATH 417

###Answer:
'CATH 417'"
690,4731,"###User:
Prerequisite:  MUSP 479D1

###Answer:
'MUSP 479D1'"
691,1025,"###User:
Prerequisites: ENVB 405 and ENVB 498/ENVB 770 (formerly ENVB 315).

###Answer:
['&', 'ENVB 405', ['|', 'ENVB 498', 'ENVB 770']]"
692,3634,"###User:
Prerequisite: PHAR 798. Open to non-jazz majors, space permitting, but not for elective credit in B.Mus. or Artist Diploma programs 

###Answer:
'PHAR 798'"
693,112,"###User:
Prerequisites: AFRI 164 or AFRI 594 or permission of instructor

###Answer:
['|', 'AFRI 164', 'AFRI 594']"
694,555,"###User:
Prerequisite: ATOC 609J1

###Answer:
'ATOC 609J1'"
695,3226,"###User:
Prerequisite: CENG 624.

###Answer:
'CENG 624'"
696,3596,"###User:
Prerequisite: EDPH 415

###Answer:
'EDPH 415'"
697,1773,"###User:
Prerequisite: BASC 422D1

###Answer:
'BASC 422D1'"
698,2481,"###User:
Prerequisite: MUMT 615D1

###Answer:
'MUMT 615D1'"
699,1721,"###User:
Prerequisite: MDPH 428

###Answer:
'MDPH 428'"
700,149,"###User:
Prerequisites: RETL 533 OR RETL 741 OR RETL 356 OR RETL 368 OR permission of the instructor.

###Answer:
['|', 'RETL 533', 'RETL 741', 'RETL 356', 'RETL 368']"
701,4084,"###User:
Prerequisites: MGCR 204, or permission of the instructor.

###Answer:
'MGCR 204'"
702,3370,"###User:
Prerequisites MUSR 148, MUSR726, MUSR 595, MUSR 284, CINC 228, HSSM 313

###Answer:
['&', 'MUSR 148', 'MUSR 726', 'MUSR 595', 'MUSR 284', 'CINC 228', 'HSSM 313']"
703,3928,"###User:
Prerequisite: NUTR 386

###Answer:
'NUTR 386'"
704,2251,"###User:
Prerequisite: DENT 577D1

###Answer:
'DENT 577D1'"
705,735,"###User:
Prerequisite: FILM 495 or Entrance Placement Test or Permission of the Director

###Answer:
'FILM 495'"
